,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Country,Country,Country,Spoken_lang,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Descriptive,Numerical,Numerical,Numerical,Numerical,Numerical,Release_year,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Numerical,Numerical,Company,Company,Company,Company,Release_year,Release_year,Release_year,Release_year,Release_year,Numerical,Country,Country,Country,Country,Country,Country,Country
1812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000.0,95.0,101564935.0,397.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0
1813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400000.0,170.0,92539463.0,123.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1814,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.0,80.0,201584141.0,522.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0
1815,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.0,90.0,12591270.0,267.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1816,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.0,163.0,121777320.0,205.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000000.0,108.0,130431368.0,363.0,32.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15000000.0,109.0,80253908.0,309.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1819,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28000000.0,81.0,100654149.0,304.0,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1820,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125000000.0,121.0,198467168.0,765.0,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,5,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0
1821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,107.0,15428181.0,422.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,105000000.0,119.0,115772733.0,361.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1823,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46000000.0,118.0,113714830.0,149.0,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,100.0,1370411.0,941.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25000000.0,101.0,99357138.0,487.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1826,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000.0,106.0,115078260.0,384.0,152.0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,4,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0
1827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19000000.0,119.0,272742922.0,331.0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1829,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70000000.0,114.0,38629478.0,250.0,41.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,1,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0
1830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000000.0,139.0,242700000.0,396.0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1831,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40000000.0,129.0,178846899.0,211.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000.0,109.0,7821228.0,125.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000000.0,117.0,266600000.0,193.0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000000.0,114.0,87945379.0,468.0,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1835,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,75000000.0,135.0,136982834.0,186.0,57.0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,97.0,128406887.0,396.0,52.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31000000.0,99.0,104884188.0,291.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000000.0,113.0,7200000.0,303.0,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1839,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,117.0,202548575.0,231.0,57.0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,4,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0
1840,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000.0,136.0,70687344.0,323.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1841,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000.0,151.0,289847354.0,319.0,52.0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,5,0,1,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0
1842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15000000.0,115.0,52501541.0,117.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0,130.0,77200000.0,353.0,53.0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,4,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
1844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34000000.0,126.0,140000000.0,293.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0
1845,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,100.0,8745755.0,329.0,57.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25000000.0,146.0,216639112.0,635.0,29.0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,6,0,0,1,1,0,0,0,0,1,3,0,0,1,1,0,0,0
1847,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000000.0,144.0,211652051.0,131.0,84.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,10,0,0,1,1,0,0,0,1,0,5,1,0,0,0,0,0,1
1848,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000000.0,114.0,97143987.0,318.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0
1849,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,99.0,30039392.0,244.0,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,8,1,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0
1851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11000000.0,98.0,59827328.0,536.0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40000000.0,96.0,92913171.0,288.0,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,120.0,66542904.0,291.0,32.0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10,0,1,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0
1854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000.0,135.0,121147947.0,402.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0
1855,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,87.0,30720868.0,179.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,109.0,36400000.0,413.0,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0
1857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30000000.0,101.0,77566815.0,300.0,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000.0,132.0,16900000.0,183.0,106.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0
1859,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55000000.0,133.0,121969216.0,293.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000000.0,105.0,70541159.0,231.0,48.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1862,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47000000.0,75.0,38085778.0,236.0,46.0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1863,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000000.0,125.0,50365498.0,116.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1864,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000.0,119.0,235184110.0,218.0,19.0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1865,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000.0,144.0,300854823.0,392.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1866,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,123.0,4934725.0,143.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0
1867,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30000000.0,97.0,18288466.0,410.0,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1868,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23000000.0,91.0,77147031.0,224.0,42.0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1869,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55000000.0,122.0,70697479.0,247.0,34.0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,1,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0
1870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,99.0,91388487.0,380.0,111.0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1871,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,118.0,175000000.0,323.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9000000.0,113.0,39723096.0,436.0,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,4,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1874,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9000000.0,86.0,82391145.0,365.0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,94.0,9074711.0,420.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1876,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,86.0,80767884.0,212.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000.0,96.0,6416302.0,324.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1878,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000.0,104.0,151668774.0,421.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1879,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,78.0,141702264.0,223.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0
1880,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16000000.0,116.0,12885193.0,180.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
1881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,99.0,219375797.0,319.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1882,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20000000.0,199.0,5000000.0,41.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1883,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,100.0,114281051.0,132.0,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000000.0,90.0,15585495.0,221.0,61.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000.0,178.0,142940100.0,391.0,30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000000.0,97.0,91379051.0,216.0,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1887,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,92.0,71992655.0,320.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
